apa_mm,aoh_mm,ester_mm,amox_mm,amox_hid
0.0,0.0,0.0,5.0,0.002439546752592836
0.0,0.0,0.0,15.0,0.8653191686808477
0.0,0.0,0.0,90.0,1.3254179726956445
0.0,0.0,0.0,120.0,1.8041869763659926
0.0,0.0,0.0,10.0,0.9139263703665637
0.0,0.0,0.0,30.0,1.2056218551372964
0.0,0.0,0.0,60.0,1.3088793683161133
0.0,0.0,0.0,90.0,1.7854793580035744
