t,apa_mm,amox_mm,aoh_mm,ester_mm,apa_dot,amox_dot,aoh_dot,ester_dot
0.0,43.0,0.0,2.5,30.4,-0.0803509397846347,0.08249824330854275,0.06803189130203549,-0.15118041121594622
2.0,42.85226732580968,0.15638030402594194,2.6625377619084536,30.123876111646606,-0.07871539166572206,0.08077095795541593,0.06823177232385538,-0.14959555613840325
4.0,42.69645624706453,0.316212235039221,2.7991970142402662,29.82625558717671,-0.07709884516964381,0.07906442119606795,0.06842664760302102,-0.14802781089694075
6.0,42.543859348157945,0.47265174151999956,2.936241030242818,29.531753534092637,-0.07550119413330492,0.07737851350139874,0.06861653976560722,-0.14647706660478688
8.0,42.394438944333544,0.6257399620685351,3.073659866309025,29.24033605938254,-0.07392233239361039,0.07571311534230821,0.06880147143768882,-0.1449432143751697
10.0,42.248157563161136,0.7755177962268848,3.2114436240839535,28.951969487808118,-0.0723621537874652,0.0740681071896963,0.06898146524534067,-0.1434261453213174
12.0,42.104977944536714,0.922025904478906,3.3495824504648177,28.66662036190461,-0.07082055215177435,0.07244336951446292,0.0691565438146376,-0.14192575055645812
14.0,41.96486304068247,1.0653047082502556,3.4880665376009836,28.3842554419808,-0.06929742132344283,0.07083878278750802,0.06932672977165442,-0.14044192119381999
16.0,41.82777601614677,1.2053943899083903,3.626886122893965,28.10484170611903,-0.06779265513937562,0.0692542274797315,0.069492045742466,-0.13897454834663112
18.0,41.69368024780418,1.3423348927625671,3.7660314889974273,27.82834635017516,-0.0663061474364777,0.0676895840620333,0.06965251435314715,-0.13752352312811966
20.0,41.56253932485547,1.4761659210638425,3.9054929638171836,27.554736787778612,-0.06483779205165406,0.06614473300531334,0.06980815822977271,-0.13608873665151378
22.0,41.43431704882758,1.6069269400050725,4.045260920511198,27.28398065033235,-0.06338748282180971,0.06461955478047156,0.06995899999841754,-0.13467008003004155
24.0,41.308977433573645,1.7346571757209142,4.185325777489583,27.01604578701287,-0.06195511358384963,0.06311392985840786,0.07010506228515642,-0.13326744437693117
26.0,41.18648470527299,1.8593956152878228,4.325677998414603,26.75090026477023,-0.06054057817467879,0.06162773871002216,0.07024636771606424,-0.13188072080541077
28.0,41.06680330243113,1.9811810067240545,4.466308092200669,26.488512368328017,-0.0591437704312022,0.06016086180621441,0.07038293891721581,-0.13050980042870844
30.0,40.949897875879785,2.1000518589896657,4.607206613014345,26.228850600183367,-0.05776458419032483,0.05871317961788454,0.07051479851468595,-0.12915457436005237
32.0,40.83573328877683,2.2160464419865114,4.748364160274342,25.971883680606958,-0.05640291328895169,0.05728457261593245,0.07064196913454952,-0.12781493371267066
34.0,40.72427461660637,2.329202786558247,4.889771378651522,25.717580547643017,-0.055058651563987746,0.05587492127125808,0.07076447340288135,-0.12649076959979144
36.0,40.61548714717867,2.4395586844903283,5.031418958068896,25.465910357109305,-0.053731692852338,0.054484106054761346,0.07088233394575626,-0.1251819731346429
38.0,40.5093363806302,2.5471516885100107,5.173297633701626,25.216842482597137,-0.052421930990907445,0.053112007437342186,0.0709955733892491,-0.12388843543045312
40.0,40.405788029423626,2.652019112286349,5.3153981859770205,24.97034651547137,-0.05112925981660106,0.05175850588990051,0.0711042143594347,-0.12261004760045027
42.0,40.304808018347785,2.754198030430198,5.457711440574543,24.726392264870395,-0.04985357316632383,0.050423481883336264,0.07120827948238789,-0.12134670075786247
44.0,40.20636248451771,2.8537252784942124,5.6002282684258,24.484949757706158,-0.04859476487698075,0.04910681588854935,0.07130779138418351,-0.12009828601591786
