t,apa_mm,amox_mm,aoh_mm,ester_mm,apa_dot,amox_dot,aoh_dot,ester_dot
0.0,10.0,0.0,0.0,55.0,-0.08721709568438465,0.08487284578318915,0.16413854182866042,-0.2823666732337664
2.0,9.83196051034257,0.1683482929457545,0.3262435822235362,54.44018884138449,-0.08503219202162465,0.08359654018653172,0.1564420156420723,-0.2635431078894066
4.0,9.664118969308525,0.3341002763447031,0.6324539956115065,53.92984486557919,-0.08280253642936332,0.08212429848369869,0.14996531865151946,-0.24720170442058287
6.0,9.500775030669917,0.4967269531215874,0.9268670046105616,53.44983010624832,-0.08053588176990326,0.08047425614242287,0.1446318433323881,-0.23318817713251147
8.0,9.341994939698843,0.6558908574672546,1.2116924450389308,52.99564309672517,-0.07823998090554707,0.07866454863043708,0.14036498216006446,-0.22134824033040862
10.0,9.18782943594279,0.8112907945080176,1.4889869376656155,52.56309094173257,-0.07592258669859735,0.07671331141547413,0.13708812760993477,-0.21152760831949055
12.0,9.038313753224646,0.9626618403056548,1.76065388821039,52.14828931738294,-0.07359145201135668,0.07463867996526684,0.13472467215738526,-0.20357199540497345
14.0,8.89346761964269,1.1097753418574106,2.028443487343801,51.74766247117826,-0.07125432970612769,0.072458789747548,0.13319800827780215,-0.19732711589207358
16.0,8.753295257570594,1.2524389170959944,2.2939527106871673,51.357943222010086,-0.06891897264521295,0.07019177623005046,0.13243152844657166,-0.1926386840860071
18.0,8.617785383657427,1.3904964548895817,2.55862531881258,50.97617296015953,-0.06659313369091506,0.06785577488050701,0.13234862513908002,-0.1893524142919903
20.0,8.486911208827653,1.5238281150418138,2.8237518572429043,50.59970164729728,-0.06428456570553664,0.06546892116665046,0.13287269083071349,-0.18731402081523932
22.0,8.360630438281133,1.6523503282917968,3.0904696564517753,50.22618781648359,-0.062001021551380264,0.06304935055621363,0.13392711799685825,-0.18636921796097045
24.0,8.238885271493116,1.7760157963141032,3.359762831863602,49.853598572168266,-0.05975025409074855,0.06061519851692933,0.1354352991129005,-0.18636372003439985
26.0,8.121602402214252,1.894813491718771,3.6324622838535663,49.48020959019071,-0.05754001618594408,0.05818460051653038,0.13732062665422656,-0.18714324134074373
28.0,8.008693018470586,2.0087686580513036,3.9092456977476213,49.10460511777987,-0.055378060699269455,0.05577569202274958,0.1395064930962226,-0.1885534961852184
30.0,7.900052802563554,2.11794280979267,4.190637543822494,48.72567797355427,-0.05327214049302728,0.053406608503319755,0.14191629091427482,-0.19044019887303998
32.0,7.795561931069987,2.2224337323593053,4.4770090773056825,48.342629547522,-0.05123000842952015,0.05109548542597371,0.1444734125837695,-0.19264906370942478
34.0,7.6950850748421145,2.3223754821031095,4.768578338375458,47.95496980108072,-0.049259417371050655,0.04886045825844426,0.14710125058009285,-0.19502580499958894
36.0,7.598471399007558,2.417938386311448,5.065410152160864,47.562517267017654,-0.047368120179921404,0.04671966246846423,0.1497231973786311,-0.19741613704874866
38.0,7.505554562969333,2.5093290432071544,5.367416128741717,47.16539904950958,-0.04556386971843499,0.044691233523766416,0.15226264545477045,-0.19966577416212028
40.0,7.416152720405854,2.596790321948524,5.674354663148605,46.76405082412288,-0.04385441884889402,0.04279330689208363,0.15464298728389717,-0.20162043064491988
42.0,7.330068519270926,2.6806013626293206,5.985830935362888,46.35921683781348,-0.04224752043360107,0.041044018041148704,0.1567876153413974,-0.20312582080236374
44.0,7.247089101793749,2.7610775762787725,6.3012969103167,45.951949908926856,-0.040750927334858744,0.03946150243869443,0.15861992210265752,-0.20402765893966812
46.0,7.166986104478922,2.8385706448615737,6.620051337892948,45.54361142719809,-0.03937239241496966,0.03806389555245364,0.16006330004306357,-0.20417165936204917
48.0,7.089515658106434,2.913468521277885,6.94123975292531,45.135871353751796,-0.038119668536236405,0.03686933285015913,0.16104114163800193,-0.2034035363747232
50.0,7.014418387731671,2.98619542936333,7.263854475198235,44.73070822110219,-0.03700050856096157,0.03589594979954372,0.16147683936285873,-0.20156900428290625
52.0,6.941419412685413,3.057211863889001,7.586734609446947,44.33040913315302,-0.03602266535144776,0.03516188186834023,0.16129378569302028,-0.1985137773918147
54.0,6.870228346573837,3.1270145905614544,7.908566045357444,43.93756976519764,-0.03519389176999757,0.03468526452428146,0.16041537310387274,-0.1940835700066647
56.0,6.800539297278513,3.196136646022712,8.227881457566491,43.555094363918926,-0.03452194067891359,0.03448423323510022,0.15876499407080233,-0.18812409643267256
58.0,6.7320308669564035,3.265147337850262,8.543060305661628,43.18619574738936,-0.03401456494049844,0.03457692346852935,0.1562660410691953,-0.18048107097505442
60.0,6.664366152039871,3.3346522445570583,8.85232883418117,42.834395305070984,-0.03367951741705471,0.03498147069230164,0.15284190657443797,-0.17100020793902632
