t,apa_mm,amox_mm,aoh_mm,ester_mm,apa_dot,amox_dot,aoh_dot,ester_dot
0.0,12.0,0.0,1.4,38.8,-0.028078861714658992,0.0446005511082255,0.09167825980290337,-0.13500654556215894
2.0,11.965277223119436,0.07310870632186334,1.5334309309362792,38.53901977492753,-0.027576815275607916,0.043495462246151945,0.09085116663936917,-0.13311140871230487
4.0,11.910622589050968,0.1590076411204636,1.7143203890557128,38.27466554363346,-0.027078428570259237,0.042406081494108225,0.09004111771349846,-0.13124810553860117
6.0,11.856961070441681,0.24274343175822233,1.8936066488326375,38.01400631156924,-0.026583699459988397,0.04133229993195362,0.08924793935117406,-0.12941636417073277
8.0,11.804285354240045,0.324347167694777,2.0713232777200283,37.756979226993515,-0.026092625806170836,0.04027400863954742,0.08847145787827881,-0.12761591273838463
10.0,11.752588131671779,0.4038497205494838,2.2475034958226274,37.503521981905564,-0.025605205470181993,0.039231098696748914,0.08771149962069552,-0.12584647937124177
12.0,11.701862098239848,0.4812817441014173,2.4221801758969406,37.25357281204529,-0.025121436313397305,0.03820346118341738,0.08696789090430702,-0.12410779219898913
14.0,11.65209995372447,0.5566736742893709,2.5953858433512407,37.00707049689323,-0.024641316197192217,0.037190987179412105,0.08624045805499611,-0.12239957935131167
16.0,11.603294402183108,0.6300557292118562,2.767152676245565,36.763954359670535,-0.024164842982942164,0.03619356776459239,0.08552902739864564,-0.12072156895789438
18.0,11.555438151950481,0.7014579091271036,2.9375125052917186,36.52416426733902,-0.02369201453202259,0.03521109401881751,0.08483342526113842,-0.11907348914842222
20.0,11.508523915638548,0.7709099964530622,3.1064968138532696,36.287640630601096,-0.02322282870580893,0.03424345702194675,0.08415347796835726,-0.11745506805258017
22.0,11.462544410136523,0.8384415557673995,3.274136737945553,36.05432440389982,-0.022757283365676624,0.033290547853839406,0.08348901184618501,-0.1158660338000532
24.0,11.41749235661087,0.9040819338075017,3.440463066235671,35.82415708541888,-0.022295376373001115,0.03235225759435475,0.08283985322050447,-0.11430611452052628
26.0,11.373360480505298,0.9678602594704732,3.6055062400424878,35.59708071708259,-0.02183710558915784,0.031428477323352084,0.08220582841719845,-0.11277503834368435
28.0,11.330141511540766,1.0298054438131377,3.7692963533366366,35.3730378845559,-0.02138246887552224,0.030519098120690685,0.08158676376214981,-0.11127253339921242
30.0,11.287828183715487,1.0899461800520365,3.9318631527405135,35.15197171724437,-0.020931464093469753,0.029624011066229847,0.08098248558124134,-0.10979832781679547
32.0,11.246413235304916,1.1483109435634302,4.093236037528284,34.93382588829422,-0.020484089104375817,0.028743107239828848,0.08039282020035587,-0.10835214972611842
34.0,11.205889408861761,1.2049279918832978,4.253444059625874,34.71854461459228,-0.020040341769615878,0.02787627772134698,0.07981759394537624,-0.10693372725686627
36.0,11.166249451215979,1.259825364707337,4.4125159236109806,34.506072656766015,-0.01960021995056537,0.02702341359064353,0.07925663314218524,-0.105542788538724
38.0,11.127486113474776,1.3130308838909637,4.570479986713064,34.29635531918352,-0.019163721508599733,0.026184405927577783,0.07870976411666572,-0.10417906170137656
40.0,11.089592151022607,1.364572153449313,4.727364258813347,34.08933844995352,-0.01873084430509441,0.025359145812009026,0.07817681319470049,-0.10284227487450895
42.0,11.052560323521174,1.4144765595572375,4.883196402444823,33.88496844092538,-0.018301586201424837,0.024547524323796546,0.07765760670217237,-0.10153215618780609
44.0,11.016383394909433,1.4627712705493094,5.03800373279225,33.68319222768906,-0.017875945058966454,0.02374943254279963,0.07715197096496418,-0.10024843377095301
46.0,10.981054133403585,1.509483236919819,5.1918132176921485,33.48395728957521,-0.0174539187390947,0.02296476154887756,0.07665973230895874,-0.09899083575363463
48.0,10.94656531149708,1.554639191322776,5.344651477632809,33.28721164965505,-0.01703550510318502,0.02219340242188963,0.0761807170600389,-0.09775909026553596
50.0,10.912909705960619,1.5982656485719064,5.496544785754283,33.09290387474046,-0.01662070201261285,0.02143524624169512,0.07571475154408744,-0.09655292543634195
52.0,10.880080097842153,1.6403889056406582,5.647519067848393,32.900983075383955,-0.016209507328753626,0.020690184088153322,0.07526166208698722,-0.09537206939573756
54.0,10.84806927246688,1.6810350416621944,5.797599902358721,32.71139890587866,-0.01580191891298279,0.01995810704112352,0.07482127501462103,-0.0942162502734078
56.0,10.816870019437246,1.7202299179293996,5.94681252038062,32.52410156425835,-0.015397934626675783,0.019238906180465004,0.07439341665287172,-0.09308519619903759
58.0,10.78647513263295,1.7579991778948751,6.095181805661207,32.339041792297415,-0.014997552331208046,0.018532472586037053,0.07397791332762209,-0.09197863530231193
60.0,10.756877410210937,1.7943682471709412,6.242732294599364,32.15617087551088,-0.014600769887955015,0.01783869733769896,0.07357459136475497,-0.0908962957129158
62.0,10.728069654605402,1.829362333529637,6.389488176245738,31.975440643154407,-0.014207585158292133,0.01715747151531001,0.07318327709015318,-0.08983790556053413
64.0,10.700044672527792,1.86300642690272,6.535473292302742,31.79680346822428,-0.013817996003594835,0.01648868619872949,0.07280379682969955,-0.08880319297485194
66.0,10.672795274966797,1.8953252993816667,6.680711137124556,31.62021226745741,-0.013432000285238565,0.015832232467816686,0.07243597690927689,-0.08779188608555416
68.0,10.64631427718836,1.9263435052176714,6.825224857717124,31.445620501331348,-0.013049595864598761,0.015188001402430883,0.07207964365476803,-0.08680371302232578
70.0,10.620594498735674,1.9560853808216476,6.9690372537381595,31.27298217406427,-0.012670780603050862,0.014555884082431372,0.07173462339205579,-0.08583840191485179
72.0,10.595628763429179,1.9845750447642276,7.112170777497134,31.102251833614982,-0.01229555236197031,0.013935771587677434,0.07140074244702299,-0.08489568089281713
74.0,10.571409899366564,2.0118363977757605,7.254647533955293,30.93338457168292,-0.01192390900273254,0.01332755499802836,0.07107782714555246,-0.08397527808590677
76.0,10.54793073892277,2.0378931227463166,7.396489280725641,30.76633602370815,-0.011555848386712995,0.012731125393343437,0.07076570381352701,-0.0830769216238057
78.0,10.525184118749983,2.0627686847256834,7.537717428072954,30.601062368871368,-0.011191368375287114,0.012146373853481947,0.07046419877682947,-0.08220033963619885
80.0,10.50316287977764,2.0864863309233663,7.678353038913766,30.437520330093903,-0.010830466829830337,0.011573191458303184,0.07017313836134266,-0.08134526025277125
