,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH
0,6.387824829682369e-06,3.143833586235767e-05,0.0006514114841570899,0.001371575973476445,0.00010265809545799865,0.003082423923505071,0.0014156917965464652,0.0007093876487819869,0.004040024279880847,0.04832652670630044
1,3.2612431929379496e-05,0.0002293112801546174,0.0011235796560220951,0.0025731394317467186,0.00045955724169033683,0.010850539020874045,0.0006990159934176073,0.0024846262940521,0.0004080106360849647,0.006646329128143205
2,8.648616139605247e-05,8.295295214530362e-05,0.0015994719527455768,6.341241934272062e-05,0.00017773892206873957,0.0047685180678135805,0.0001172585111796355,0.00015233625548807168,0.007132540426254099,0.05346915900994898
3,3.550781548605316e-05,0.00017404081093335433,0.0026764978354421446,0.000520526728864958,0.0001599927058507401,0.00040869791399892675,0.0005379655661704728,0.004276499872524776,0.0021789660310791176,0.021745891301269714
4,6.24094048997947e-05,6.86920645794145e-05,0.002622445300637572,0.00042009605042036597,0.000174396975063044,0.000946350889671859,0.00039969717060574944,0.000985513890536618,0.008763878852256723,0.010358023488029867
5,3.5013320798984265e-05,0.00019274260190736488,0.0006939314349835176,0.0023549078037166347,0.00023033617886926547,0.00021568540184145632,0.002300519425235107,0.00016918994351411263,0.004862965148200173,0.0014714638414628865
6,2.4460778720530004e-05,5.545394726270403e-06,0.0007364997909189207,0.0006777579370629875,0.00014485009545811168,0.00429330581725116,0.00023323000047067194,0.0033954191768750214,0.0005237310872000829,0.0006376533663912213
7,2.5967511881838936e-05,8.233389963255522e-06,0.003052503121313546,0.0005833801574162167,0.00011709251821270836,0.006277277553073268,0.00018166173165491518,0.005509945138290432,0.01227622165692246,0.04173206230035739
8,6.749450004470439e-05,0.00040525207013130613,0.0010884062308425954,0.0007313836113003531,6.544505053535594e-05,0.002493486565583872,0.00037263439015214334,0.0029396995594726054,0.00043008748528292133,0.010526998929256893
9,2.3906526977227326e-05,5.682247798187652e-06,0.00017681616482342278,0.00934855158850424,0.00014762010738071313,0.004315199946489041,0.0010245362205561774,0.001781876123758272,0.002081600202421306,0.014078737579554418
10,0.0001046158884293567,6.705386009569569e-06,0.004766491034505619,0.0006936389483390255,0.00012532756080084427,0.0022472013173478952,0.0019042135427125998,0.0011158009798005399,0.006954915774108608,0.026379933821336757
11,2.3838474573659397e-05,9.319600212802023e-05,0.0015415293740811738,0.0002944572019440877,7.595993177268407e-05,0.0017461003378116647,0.0015198762545133343,0.004306851726955456,0.007652649424329382,0.020160202901409068
12,3.62292189938302e-05,0.00027723169695516693,0.003033271488445645,0.00032709186929795844,0.00019632485672100607,0.0005415717415533438,0.00022073842228947758,0.001362321023785517,0.0019902166323458636,0.0014920640615547545
13,9.647640962422469e-05,0.000174706396549978,0.003310498685640405,0.0010894220172229965,8.326221176949203e-05,0.0009321728380547257,0.0006629290237816611,0.00039878751403229514,0.0022412486038656605,0.01716209226832138
14,0.0001162672435866995,0.0001544101189435339,0.0059745649752452,0.0036286461554079353,0.0001461276399818728,0.004852896702486451,0.001351974166929607,0.0019162196986469723,0.0066130010123148205,0.054193866614215436
