,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH
0,5.099484181347169e-06,1.718511306148034e-05,0.0008583287881260825,0.000603634282122364,0.00011546137234959512,0.001592602705196022,0.0005340610652269362,0.0005165776683289233,0.004008107301024169,0.0006050459661661502
1,9.346973159591664e-05,4.192901801742292e-06,0.0051114894665404515,0.0003443480291837931,0.00012220931804955376,0.0009591183299045282,3.3260350063446855e-05,0.00028344932848641224,0.0005541289604567582,0.0021868278492182696
2,0.00012978754622983163,0.00022824950444789172,0.003826402500684568,0.00017439609666271714,0.00014352386767381444,0.007587677311480522,0.000196714795917291,0.00127838700129075,0.007641183450713411,0.0010958107178001331
3,8.159591943439118e-05,0.0001573185444471079,0.0009465971030968648,0.0001198216985795834,0.0002366095264056175,0.0032331392296094,0.00013909896224974572,0.0005099941735369549,0.008927105876877915,0.000533044544883908
4,5.1292865121481685e-05,6.403355085592115e-05,0.0019992837932140467,0.00013097641758087793,0.0002411957780358773,0.005121989841952866,0.000545681228716503,0.0016509534734700387,0.001141588133888626,0.0039295527241174025
5,0.00019117516145826784,8.463154246350346e-05,0.004820855613391453,0.00025220626493140233,0.0002589559504140646,0.0030023344626418187,0.0004514941153136706,0.0007503790937103799,0.0034195530536350756,0.004696002928217854
6,2.045386095330399e-05,4.977233056016889e-05,0.0007418149769249981,0.0007178290535607859,0.00012119043867231746,0.0005009927198470185,1.5340748924791783e-05,0.0007603056639703415,0.0019497583782006154,0.001288521254841875
7,4.148150754404899e-05,0.00020771138746231586,0.00613933819022366,0.0014490693613840578,0.00013266403729124608,0.005309248569547487,6.24227526785797e-05,0.001073020078182203,0.004837629881600473,0.0033193056503906986
8,4.866238155472822e-05,1.4878731815373334e-05,0.0010061511766369545,0.0010721201043641733,0.00022499178759111585,0.006068269600299899,9.429933267907526e-05,0.0006364724639462063,0.0033288061781883965,0.004120395268167557
9,3.917341910882347e-05,0.00033214071376527174,0.0017843806102060041,0.0006777981231871202,0.00021539262359723007,0.0030805478509101044,0.00018015363664098413,0.0007777216555614211,0.0023506552176158807,0.01026831207990297
10,6.373100148008104e-05,1.6918628888330836e-05,0.0037097953084540684,0.001213955141577499,0.00015260979949362568,0.0020486017415390083,0.0005589601504397396,0.0005369126460939985,0.0034549587811875246,0.006091816504392777
11,7.289264363113135e-05,0.0002254937122176522,0.0039721227226098095,0.000374683826346888,8.451915588359059e-05,0.0014941239983932376,0.0002955036363202776,0.0006289226351821061,0.004814824819288369,0.010759715150919308
12,7.076279859375997e-05,0.00019873363973275224,0.003990275311023599,9.094758241563561e-05,0.00044182357938773477,0.0012300378521433873,0.00019031090344366462,0.00011795021877782185,0.009612095764911632,0.0015078766325157418
13,3.219998519604877e-05,0.0002368912874913521,0.0005812179433811117,0.00021061664133452564,0.00026016190155728116,0.0030238143163819242,0.0003785186655484844,0.0004956824345959118,0.0018129140750999598,0.0015212987840463046
14,5.976743885923366e-05,0.0003579559183033476,0.00034158417464188085,0.00012446495232411542,0.00030115338076441866,0.0005513449410725059,5.635747278411035e-05,0.0006633085377745611,0.009101461703691888,0.010288177169878622
