,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH
0,6.549706133546503e-06,0.00010011990439018876,6.88061034314936e-05,0.041057285821572684,0.00010193041891180235,0.008747993161589931,0.49481150566904986,0.003109267968058856,0.0009300650528884957,1.1445752911710532
1,1.0236101917962854e-05,0.0002788393663330816,4.888481010283259e-05,0.010913100567059287,0.0005664711426136242,0.00282619894465285,2.199657829275793,8.560632110806574e-05,0.0030096398357755496,1.1067339259627458
2,0.0003370794200453406,0.004505076276561564,0.00017650220015463073,0.002659024116685811,0.00041128591094477946,0.015207014927059193,2.0729431697979295,0.0014868620914208883,6.0585624797644764e-05,1.3199518534225891
3,6.0944436549788e-05,0.0033884465743730034,0.00018484682229267396,0.021302469616939875,0.00038817633025089245,0.0016393324749603057,0.6712506097611612,0.00026384793484484693,7.795029264505841e-05,3.3596019714663434
4,5.083225959020445e-05,0.0020577478185615883,0.00024376270612712424,0.0012342254191669293,0.0004330077534563802,0.0021901151866930697,1.1162797603994397,0.0035054646802142593,0.00013061087329884705,3.92065527458849
5,3.295173339711509e-05,0.0011818851934007693,0.00010076316677915902,0.014046556970024025,0.0005829569341539841,0.0014086438271942688,0.25476234710900203,0.00015396331930585353,0.002564391286025246,3.244108529903193
6,2.0890836584474355e-05,0.0001290279103346227,0.00012092037998931195,0.007688799329961575,0.00031813851665812913,0.0015354071788535647,0.17480232924245295,0.000860713318948509,0.000478414508043404,0.6617985586481506
7,4.2423809866601905e-05,0.00020590274734399053,1.2952349162789174e-05,0.016759446751424375,0.0004619039949125245,0.0032753300981315735,0.24840317509083198,0.0006275202873690526,0.0015900292525915978,1.3473493291742324
8,0.00012013643851215819,0.0007358605772219768,0.00022108318236496282,0.037935946140014484,0.00043109319080013585,0.012859952071576083,0.3396044317807569,0.0006721484845537503,0.0005464559240228908,0.7525851307830876
9,6.335749372531847e-05,0.0018461743342561329,4.6516680716401324e-05,0.004006036192397904,0.0003678172429196843,0.002846358496681909,0.1900401159696641,0.00031374224835058906,0.0008194266807547611,1.4421459191614696
10,7.234894434324894e-05,0.0006788328359871857,0.00016428652060083876,0.008930467711542987,0.00023586456509428608,0.016491561893729963,2.424643191119288,0.001116261872522075,5.1579034400929325e-05,5.090165470200042
11,0.00010829633215178894,0.0012650737226280373,4.7638829031235514e-05,0.015782322545296094,0.0003820319226500098,0.0066322401823239365,1.6280139011003962,0.0005164605340142356,0.001683625024089896,1.0217671540269282
12,5.1070806995904614e-05,0.0007321884242028817,4.714385603679319e-05,0.003759761757475852,0.0003371372060481468,0.007818788250285058,0.42861849750695724,0.0020818604939698785,0.0002022075032227367,0.09254620188147904
13,3.123326206671286e-05,0.0017595164873583985,0.00016534536977452522,0.003145912018650173,0.0004940510143327187,0.0038983495027384114,0.6280433915134388,0.004795584737616618,0.0010629033533078947,3.086694687325318
14,6.955155859529481e-05,4.900651914212277e-05,0.0002787842895850064,0.0025182550735219507,0.0003006563404646466,0.006156458386016756,2.398371214251013,4.9195791433365627e-05,0.004897371109820928,2.5153788168652302
