,kcat1,kcat2,Km1,Km2,Tmax,Ken,kAB,kAN,kAOH,kNH,aceitacao
multi_luci_100000,0.639587319133629,0.023581999929749648,35.79358451356189,0.011692088047985792,0.9763890458717065,23.750300240470043,0.5460041298689332,0.9191699634204752,12.921987440812256,10.3384678326322,0.68381
multi_lucas_100000,0.5468536280076626,0.13603806689724576,22.991723301234614,0.4198857995406045,1.0446096327514411,36.97250365452264,0.439584507417687,0.6180149218838185,15.304889790434029,1.760563202383741,0.72491
multi_process_100000,0.31129945418655985,0.8514547875097408,0.15704283918229325,0.14060432774896178,1.5135491097578644,27.248184978129682,445.3972471050202,3.036797939057714,0.013806038489814718,213.07747915652703,0.81345
multi_bestnm_100000,0.5197066392176928,0.024184187829794014,3.6946354967042474,0.00015915262070906991,1.164521980363553,36.71290368753496,0.003422060182926174,0.09232405072041629,1.5288387154761673,1.8053978186555144,0.71562
multi_luci_200000,0.6219301176348356,0.024627069706237164,38.52079909423794,0.003456203927105746,0.9771545434869787,24.02918414538958,0.12554537462903023,1.0361817543060663,19.253447664532818,1.4582876086300167,0.685735
multi_lucas_200000,0.5579127593130001,0.02341085299895242,27.504600522156004,0.004327094774544408,1.0588862444536642,32.33999934202362,0.11448757559997091,0.7971453881299041,15.547284637681832,5.408686421611981,0.696255
multi_process_200000,0.33647654908829716,1.4026568987015904,0.011232612764978847,0.016147099304696835,1.4282189537730383,26.808461476457616,500.8438754126336,1.032446372191581,0.0009110999777108246,197.51498540787756,0.813945
multi_bestnm_200000,0.5290290817786716,0.02369822409196806,4.452057558010854,4.376442989900006e-06,1.1198187841464902,33.99115677704316,0.0001028804450958255,0.11272463032106819,1.5360810293128202,0.04828169367359263,0.709945
